username,followers,post_frequency,likes,comments,shares,platform,verified,engagement_rate,is_fake,like_ratio,comment_ratio,share_ratio,like_comment_ratio,platform_weight,platform_engagement,low_engagement_flag,is_viral,fake_flag,engagement_score,iso_pred,iso_score,cluster,km_pred,eng_component,auth_component,platform_component,viral_component,influence_score,tier
user_10,476602,1,43760,2216,2371,Instagram,0,0.1014410346578486,0,0.091816652049299,0.0046495818313813,0.0049748007771683,19.73838520523229,1.0,0.1014410346578486,0,0,0,0.1160402180435667,0,0.09278502505923308,2,0,74.48405401111182,100.0,71.92916428403981,0,74.17945446125269,Strong
user_11,431410,21,43760,2206,2090,Instagram,0,0.1113928745277114,0,0.1014348299761248,0.005113465149162,0.0048445794024246,19.82782057091074,1.0,0.1113928745277114,0,0,0,0.1261954984817227,0,0.08125254953292904,2,0,81.76382004079834,100.0,79.55264705914192,0,78.61605742814771,Elite
user_12,88498,16,9741,423,242,Instagram,0,0.1175845781825578,0,0.1100702840742163,0.0047797690343284,0.0027345250740129,22.974056603773583,1.0,0.1175845781825578,0,0,0,0.1278333973649122,0,0.07499008371277266,2,0,82.93794031473037,100.0,84.29572439745414,0,80.03432100538298,Elite
user_13,375871,23,43760,2216,634,Instagram,0,0.1240053103325343,0,0.116422921693879,0.0058956397274596,0.0016867489111955,19.73838520523229,1.0,0.1240053103325343,0,1,0,0.1332744478823851,0,0.021725947882396457,1,0,86.83833232892665,100.0,89.21424615714608,10,83.57818216299988,Elite
user_15,176203,28,21908,1031,557,Instagram,0,0.1333461972838147,0,0.1243338649171694,0.005851205711594,0.0031611266550512,21.22868217054264,1.0,0.1333461972838147,0,1,0,0.1455196563055112,0,0.028115193390942927,1,0,95.61625361312616,100.0,96.36971607109717,10,88.52044465946989,Elite
user_16,192335,17,10866,476,515,Instagram,0,0.0616476460342631,0,0.0564951776847687,0.0024748485715028,0.0026776197779915,22.77987421383648,1.0,0.0616476460342631,0,0,0,0.069477734161749,0,0.11357940334085287,2,0,41.105951802618684,100.0,41.445935383469674,0,54.731567797741405,Strong
user_17,279167,5,25169,644,797,Instagram,0,0.095319289170998,0,0.0901575042895471,0.0023068629171786,0.0028549219642722,39.02170542635659,1.0,0.095319289170998,0,0,0,0.1033359960167211,0,0.07852055350589038,2,0,65.37709093827138,100.0,67.23967752753637,0,69.59877188081583,Strong
user_18,42090,5,5630,261,267,Instagram,0,0.1463055357567118,0,0.1337609883582798,0.0062009978617248,0.006343549536707,21.48854961832061,1.0,0.1463055357567118,0,1,0,0.1651936326918507,1,-0.006406870700125689,1,0,100.0,70.0,100.0,10,82.0,Elite
user_19,330365,6,24135,765,454,Instagram,0,0.0767454179468164,0,0.0730555597596597,0.0023156206014559,0.0013742375857006,31.507832898172325,1.0,0.0767454179468164,0,0,0,0.0818095137196737,0,0.09747360405028827,2,0,49.945931206246414,100.0,53.0113952002339,0,60.58065152254535,Strong
user_20,65820,3,8758,273,341,Instagram,0,0.1423883318140383,0,0.1330598602248556,0.0041476754785779,0.0051807961106046,31.96350364963504,1.0,0.1423883318140383,0,1,0,0.1568975995138256,1,-0.006114839757227486,1,0,100.0,70.0,100.0,10,82.0,Elite
user_21,263913,21,16371,419,567,Instagram,1,0.0657678856289762,0,0.0620318059360471,0.0015876444131209,0.0021484352798081,38.97857142857143,1.0,0.0657678856289762,0,0,0,0.0716524006017134,0,0.09790215345680753,2,0,42.66485142847941,100.0,44.60219352169693,0,55.98637927573115,Strong
user_22,322879,23,17659,731,698,Instagram,1,0.0591181216492865,0,0.0546923150777845,0.0022640060208313,0.0021618005506706,24.12431693989071,1.0,0.0591181216492865,0,0,0,0.0657057287714592,0,0.11637897588067142,2,0,38.40200710397162,100.0,39.50822478620947,0,53.26244779883054,Strong
user_23,195027,5,17242,1128,320,Instagram,0,0.0958328846775062,0,0.0884082716752039,0.0057838145487547,0.0016407984535474,15.271922054915857,1.0,0.0958328846775062,0,0,0,0.1048982961333559,0,0.08570003499276374,2,0,66.49701858443674,100.0,67.63311095777996,0,70.1254296253307,Strong
user_24,328069,21,17608,644,644,Instagram,0,0.0575976395209544,0,0.0536716361497124,0.001963001685621,0.001963001685621,27.29922480620155,1.0,0.0575976395209544,0,0,0,0.0634866445778174,0,0.10455278172517274,2,0,36.81126681587563,100.0,38.34347842103807,0,52.39320241055787,Strong
user_25,253709,5,36972,1432,1106,Instagram,0,0.1557295957179288,0,0.1457260089314923,0.0056442617329302,0.0043593250535061,25.800418702023727,1.0,0.1557295957179288,0,1,0,0.1700925075578714,1,-0.04550784917711914,1,0,100.0,70.0,100.0,10,82.0,Elite
user_26,200041,10,26529,1553,1053,Instagram,0,0.1456451427457371,0,0.1326178133482636,0.0077634085012572,0.0052639208962162,17.071428571428573,1.0,0.1456451427457371,0,1,0,0.1639363930394269,0,0.004341735187508022,1,0,100.0,100.0,100.0,10,91.0,Elite
user_27,268455,10,34919,1108,806,Instagram,0,0.1372036281685943,0,0.1300739416289508,0.0041273211525209,0.0030023653871226,31.48692515779982,1.0,0.1372036281685943,0,1,0,0.1473356800953605,0,0.002285664046294489,1,0,96.91806190635415,100.0,99.3246528758299,10,89.63215533770766,Elite
user_28,104355,19,11789,870,537,Instagram,0,0.1264529730247712,0,0.1129701499688563,0.00833692683628,0.0051458962196349,13.535017221584386,1.0,0.1264529730247712,0,1,0,0.145081692300321,1,-0.007614947115410997,1,0,95.3023011322838,70.0,91.08924762597351,10,78.33876997810823,Elite
user_29,236796,17,16962,868,226,Instagram,0,0.076251288028514,0,0.0716312775553641,0.003665602459501,0.0009544080136488,19.518987341772156,1.0,0.076251288028514,0,0,0,0.0818257065153127,0,0.10459329054370126,2,0,49.95753893725259,100.0,52.63287314098649,0,60.50959020309834,Strong
user_30,215176,21,21910,1026,926,Instagram,0,0.1108952671301632,0,0.1018236234524296,0.0047681897609398,0.0043034539167936,21.333982473222974,1.0,0.1108952671301632,0,0,0,0.1242703647246904,0,0.0925295605373716,2,0,80.38379676991057,100.0,79.17146112030261,0,77.98781093202476,Elite
user_31,185779,14,20385,1089,906,Instagram,0,0.1204657146394371,0,0.1097271489242594,0.0058618035407661,0.0048767621744115,18.70183486238532,1.0,0.1204657146394371,0,1,0,0.1360810425290264,0,0.027655708562873804,1,0,88.85022678050215,100.0,86.50278303575203,10,83.84064731935128,Elite
user_32,348449,9,35717,1070,1524,Instagram,0,0.1099472232665325,0,0.1025028052885788,0.0030707506693949,0.0043736673085587,33.34920634920635,1.0,0.1099472232665325,0,0,0,0.121765308553045,0,0.06821888892583972,2,0,78.58805878592715,100.0,78.44522394617799,0,77.12426830360646,Elite
user_33,422909,14,32150,1826,980,Instagram,0,0.0826560796767153,0,0.0760210825496738,0.0043177137398352,0.0023172833872062,17.597153804050357,1.0,0.0826560796767153,0,0,0,0.091608360190963,0,0.11682940344061965,2,0,56.97018918771857,100.0,57.53918387816414,0,64.29591245072025,Strong
user_34,466148,1,43760,1977,1303,Instagram,0,0.1009121566541098,0,0.0938757647785681,0.0042411422981542,0.0027952495773874,22.12335692618807,1.0,0.1009121566541098,0,0,0,0.1107437981070389,0,0.11449522756236757,2,0,70.68733976302252,100.0,71.52402388745416,0,72.57974068269984,Strong
user_35,259795,19,25750,1901,1283,Instagram,0,0.111372428260744,0,0.099116611174195,0.0073173078773648,0.0049385092091841,13.53838065194532,1.0,0.111372428260744,0,0,0,0.1285667545564772,0,0.038862321381311515,2,0,83.46364404130816,100.0,79.53698445141517,0,79.2928545068063,Elite
user_36,487232,13,43760,2196,1397,Instagram,0,0.0971877873374491,0,0.0898134769473269,0.004507093130172,0.00286721725995,19.918070095584888,1.0,0.0971877873374491,0,0,0,0.1074293149875213,0,0.11289527975896474,2,0,68.31136779785886,100.0,68.67101723692883,0,71.05875056652931,Strong
user_37,393752,13,43760,2216,1753,Instagram,0,0.1212158922367378,0,0.1111359434364777,0.0056279079217375,0.0044520408785225,19.73838520523229,1.0,0.1212158922367378,0,1,0,0.1357478819155204,0,0.03232404146575951,1,0,88.61140212849965,100.0,87.07744722509536,10,83.86005029641895,Elite
user_38,157730,4,15195,849,559,Instagram,0,0.1052621568503138,0,0.0963355100488176,0.0053826158625499,0.0035440309389463,17.876470588235293,1.0,0.1052621568503138,0,0,0,0.1177328345907563,0,0.10090736339888168,2,0,75.69739839057571,100.0,74.85628726800525,0,75.25021680983134,Elite
user_39,347622,1,39035,858,1484,Instagram,0,0.119028715098584,0,0.1122915120446922,0.0024681982153028,0.004269004838589,45.44237485448196,1.0,0.119028715098584,0,0,0,0.130034922991065,0,0.008482906869671347,2,0,84.51609382455717,100.0,85.4019874652065,0,80.88683502286418,Elite
user_40,385681,17,43760,2012,874,Instagram,0,0.1209445111374426,0,0.1134616431714292,0.0052167464821964,0.0022661214838169,21.738698460009932,1.0,0.1209445111374426,0,1,0,0.1306935005872729,0,0.025148219993595955,1,0,84.98819214247003,100.0,86.86955911967775,10,82.36918868092357,Elite
user_41,150503,8,8049,514,291,Instagram,0,0.0588293921051407,0,0.0534806615150528,0.0034152143146648,0.001933516275423,15.629126213592231,1.0,0.0588293921051407,0,0,0,0.0661116389706517,0,0.10382384611646434,2,0,38.692981961552356,100.0,39.28704712104986,0,53.334602208830916,Strong
user_42,131523,2,18346,1269,784,Instagram,0,0.155098347817492,0,0.1394889106848232,0.0096485025432814,0.0059609345893874,14.445669291338582,1.0,0.155098347817492,0,1,0,0.1766687195395482,1,-0.055611449410184366,1,0,100.0,70.0,100.0,10,82.0,Elite
user_43,3747,28,509,19,6,Instagram,0,0.1425140112089671,0,0.1358420069388844,0.0050707232452628,0.0016012810248198,25.45,1.0,0.1425140112089671,0,1,0,0.1507872965038697,1,-0.004355774562457393,1,0,99.39233723840361,70.0,100.0,10,81.75693489536144,Elite
user_45,453366,7,40402,2216,451,Instagram,1,0.0949983015929734,0,0.0891156372555507,0.0048878830790134,0.0009947812584093,18.22372575552549,1.0,0.0949983015929734,0,0,0,0.1018757471888055,0,0.08509415868366926,2,0,64.3303182886054,100.0,66.99378899796882,0,69.13088511503592,Strong
user_46,66725,26,5157,368,125,Instagram,1,0.0846759085799925,0,0.0772873735481453,0.0055151742225552,0.0018733608092918,13.975609756097562,1.0,0.0846759085799925,0,0,0,0.0939378044211315,0,0.08811702704096541,2,0,58.64004055992835,100.0,59.08644861052959,0,65.27330594607727,Strong
user_47,130981,26,12792,346,136,Instagram,0,0.1013429428695765,0,0.0976630198273032,0.0026416045075239,0.0010383185347493,36.86455331412104,1.0,0.1013429428695765,0,0,0,0.1060611844465991,0,0.055265410716591856,2,0,67.33062971813423,100.0,71.85402229340792,0,71.30305634593529,Strong
user_48,85654,2,4662,300,61,Instagram,1,0.0586429121815677,0,0.0544282812244612,0.0035024633992574,0.000712167557849,15.488372093023257,1.0,0.0586429121815677,0,0,0,0.0635697106965232,0,0.07981969172914827,2,0,36.87081238065397,100.0,39.14419650208377,0,52.577164252678344,Strong
user_49,429989,22,43760,2216,2371,Instagram,0,0.1124377600357218,0,0.1017700452802281,0.005153620208889,0.0055140945466046,19.73838520523229,1.0,0.1124377600357218,0,0,0,0.1286195693378202,0,0.06248374506992971,2,0,83.50150407416767,100.0,80.35306856676621,0,79.47121534302032,Elite
user_50,382490,22,20479,1624,495,Instagram,0,0.0590812831708018,0,0.0535412690527856,0.0042458626369316,0.0012941514810844,12.602461538461538,1.0,0.0590812831708018,0,0,0,0.0659154487699024,0,0.07134065182762322,2,0,38.552343919356495,100.0,39.4800051293559,0,53.31693859361378,Strong
user_53,329947,18,40755,2216,1380,Instagram,0,0.1344185581320636,0,0.1235198380345934,0.0067162301824232,0.0041824899150469,18.382949932341003,1.0,0.1344185581320636,0,1,0,0.1494997681445807,0,0.025533374202149406,1,0,98.4693784615102,100.0,97.1911847203342,10,89.82598832867093,Elite
user_54,32551,12,2543,100,85,Instagram,0,0.0838069490952658,0,0.0781235599520752,0.0030721022395625,0.0026112869036281,25.178217821782177,1.0,0.0838069490952658,0,0,0,0.0921016251420847,0,0.12222873259494482,2,0,57.32378389706003,100.0,58.42079303822314,0,64.61367216646865,Strong
user_55,379360,1,28552,2216,710,Instagram,0,0.0829765921552087,0,0.075263601855757,0.0058414171235765,0.0018715731758751,12.878664862426705,1.0,0.0829765921552087,0,0,0,0.0925611556305356,0,0.0768374055363169,2,0,57.65319621214107,100.0,57.78470846366305,0,64.61822017758904,Strong
user_56,274538,22,13866,1092,323,Instagram,0,0.055660782842448,0,0.0505066693863873,0.0039775914445359,0.0011765220115248,12.686184812442818,1.0,0.055660782842448,0,0,0,0.0619914183100335,0,0.05939436197311565,2,0,35.739420749467584,100.0,36.85977352631306,0,51.66772300504965,Strong
user_57,332236,12,39725,2216,1803,Instagram,0,0.1316654426371615,0,0.1195686198966999,0.0066699575000902,0.0054268652403713,17.918358141632837,1.0,0.1316654426371615,0,1,0,0.1491891306179944,0,0.010994174681258406,1,0,98.24669938067535,100.0,95.08219494279449,10,89.31511874082905,Elite
user_58,4890,5,268,7,6,Instagram,0,0.0574642126789366,0,0.0548057259713701,0.0014314928425357,0.0012269938650306,33.5,1.0,0.0574642126789366,0,0,0,0.0613496932515337,0,0.08226610186649336,0,0,35.279403095625845,100.0,38.24126845331751,0,51.76001492891384,Strong
user_59,42606,27,4399,269,130,Instagram,0,0.112613246960522,0,0.103248368774351,0.0063136647420551,0.0030512134441158,16.29259259259259,1.0,0.112613246960522,0,0,0,0.1250293385908088,0,0.07850671431498557,2,0,80.92786369170913,100.0,80.48749813616887,0,78.46864510391742,Elite
user_60,490492,25,43760,1834,1529,Instagram,0,0.0960729226980256,0,0.0892165417580714,0.0037391027784347,0.0031172781615194,23.847411444141688,1.0,0.0960729226980256,0,0,0,0.1060465817994992,0,0.10578912157917725,2,0,67.32016187778768,100.0,67.81698908873149,0,70.49146256886138,Strong
user_61,257840,17,15714,341,651,Instagram,0,0.0647921191436549,0,0.0609447719515978,0.0013225255972696,0.0025248215947874,45.94736842105263,1.0,0.0647921191436549,0,0,0,0.0711642879304995,0,0.07729505874014236,0,0,42.314950107270036,100.0,43.85471977908823,0,55.696923998725666,Strong
user_62,474254,16,43760,2216,1712,Instagram,0,0.1005537117240972,0,0.0922712301846689,0.0046726016016733,0.0036098799377548,19.73838520523229,1.0,0.1005537117240972,0,0,0,0.1124460732012803,0,0.1141684621212351,2,0,71.90760782747493,100.0,71.2494416207068,0,73.01293145513134,Strong
user_64,142699,23,8012,342,161,Instagram,0,0.0596710558588357,0,0.056146153792248,0.0023966530949761,0.0011282489716115,23.35860058309038,1.0,0.0596710558588357,0,0,0,0.064324206897035,0,0.09557361576278567,2,0,37.41166950847649,100.0,39.93179313913565,0,52.95102643121773,Strong
user_65,271936,15,37606,2216,1861,Instagram,0,0.1532823899741115,0,0.1382898917392327,0.0081489762297011,0.0068435220051776,16.96256202074876,1.0,0.1532823899741115,0,1,0,0.175118410214168,1,-0.05765510630420878,1,0,100.0,70.0,100.0,10,82.0,Elite
user_66,240931,5,24480,984,530,Instagram,0,0.1078898107756992,0,0.1016058539581871,0.0040841568747898,0.0021997999427221,24.85279187817259,1.0,0.1078898107756992,0,0,0,0.1163735675359335,0,0.09577829950914996,2,0,74.72301406005614,100.0,76.86916877545067,0,75.2630393791126,Elite
user_67,240629,21,33844,1278,1381,Instagram,0,0.1516982574835119,0,0.1406480515648571,0.0053110805430766,0.0057391253755781,26.46129788897576,1.0,0.1516982574835119,0,1,0,0.168487588777745,1,-0.0258215639692716,1,0,100.0,70.0,100.0,10,82.0,Elite
user_68,206041,14,22073,1657,598,Instagram,0,0.1180735872957324,0,0.1071291636130673,0.0080420887104993,0.0029023349721657,13.313027744270205,1.0,0.1180735872957324,0,0,0,0.1319203459505632,0,0.027225976548233777,2,0,85.86765059305134,100.0,84.67032372781956,0,81.28112498278446,Elite
user_69,175073,2,20345,542,371,Instagram,1,0.1214236347123771,0,0.1162086672416649,0.0030958514448258,0.0021191160258863,37.467771639042354,1.0,0.1214236347123771,0,1,0,0.1287577182089757,1,-0.009627950376783323,1,0,83.60053545645216,70.0,87.23658575680439,10,72.88753133394175,Strong
user_70,208624,11,21775,1427,914,Instagram,0,0.1155955211289209,0,0.1043743768693918,0.0068400567528184,0.0043810875067106,15.24859943977591,1.0,0.1155955211289209,0,0,0,0.1311977528951606,0,0.05109713346867184,2,0,85.34966308792615,100.0,82.77203205660206,0,80.69427164649088,Elite
user_71,418113,19,43760,2216,1331,Instagram,0,0.1131440543585107,0,0.104660701772009,0.0053000026308677,0.003183349955634,19.73838520523229,1.0,0.1131440543585107,0,0,0,0.1248107569006464,0,0.09277096820126746,2,0,80.77117441341238,100.0,80.89411652114892,0,78.48729306959474,Elite
user_72,69148,7,8532,632,380,Instagram,0,0.1380227916931798,0,0.1233875166309943,0.0091398160467403,0.0054954590154451,13.47867298578199,1.0,0.1380227916931798,0,1,0,0.1581535257708104,1,-0.020390229423780104,1,0,100.0,70.0,99.95216287411483,10,81.99043257482296,Elite
user_73,253801,6,25919,1531,1208,Instagram,0,0.1129152367405959,0,0.1021233170870091,0.0060322851367803,0.0047596345168064,16.91840731070496,1.0,0.1129152367405959,0,0,0,0.1284667909109893,0,0.06937128901444567,2,0,83.39198556224812,100.0,80.71883363962911,0,79.50056095282508,Elite
user_74,125243,28,17135,665,760,Instagram,0,0.1481919149174005,0,0.1368140335188394,0.0053096779859952,0.0060682034125659,25.72822822822823,1.0,0.1481919149174005,0,1,0,0.1656379997285277,1,-0.016944066706408023,1,0,100.0,70.0,100.0,10,82.0,Elite
user_75,252995,2,18855,664,214,Instagram,0,0.0779975888851558,0,0.0745271645684697,0.0026245577975849,0.0008458665191011,28.35338345864661,1.0,0.0779975888851558,0,0,0,0.0823138797209431,0,0.09146770120114611,2,0,50.307483652279764,100.0,53.97060512570927,0,60.91711448605376,Strong
user_76,383318,6,25197,1742,1045,Instagram,0,0.0730046593168074,0,0.0657339337051742,0.0045445296072712,0.0027261960043619,14.456110154905335,1.0,0.0730046593168074,0,0,0,0.0830015809328025,0,0.0952663415757023,2,0,50.800459099994455,100.0,50.14583372068798,0,60.34935038413538,Strong
user_77,155555,18,10272,747,271,Instagram,0,0.0725788306386808,0,0.0660345215518626,0.0048021600077143,0.0017421490791038,13.732620320855617,1.0,0.0725788306386808,0,0,0,0.0808652888046028,0,0.09549256578837129,2,0,49.269067922856394,100.0,49.81963297436434,0,59.67155376401542,Strong
user_78,387502,2,32318,1665,1452,Instagram,0,0.0914446893177325,0,0.0834008598665297,0.0042967520167637,0.003747077434439,19.39855942376951,1.0,0.0914446893177325,0,0,0,0.1032355962033744,0,0.10272874651508057,2,0,65.30511979428977,100.0,64.27158864869172,0,68.97636564745424,Strong
user_79,49555,18,3660,126,130,Instagram,0,0.079023307436182,0,0.0738573302391282,0.0025426294016749,0.0026233477953788,28.818897637795278,1.0,0.079023307436182,0,0,0,0.0868126324286146,0,0.10860205510013493,2,0,53.53239381962654,100.0,54.756344025059015,0,62.36422633286243,Strong
user_80,257508,15,36825,986,1596,Instagram,0,0.153032138807338,0,0.143005265855818,0.0038290072541435,0.0061978656973763,37.31003039513678,1.0,0.153032138807338,0,1,0,0.1692568774562343,1,-0.0654106755677788,1,0,100.0,70.0,100.0,10,82.0,Elite
user_81,280303,27,16981,428,509,Instagram,0,0.063923682586344,0,0.0605808714141482,0.0015269190839912,0.0018158920882045,39.582750582750585,1.0,0.063923682586344,0,0,0,0.0690823858467444,0,0.09107275715753055,2,0,40.82254818309374,100.0,43.18946478880471,0,54.96691223099843,Strong
user_82,373654,19,43760,2216,1406,Instagram,0,0.1268071531416765,0,0.1171136934169044,0.0059306203064867,0.0037628394182853,19.73838520523229,1.0,0.1268071531416765,0,1,0,0.140263452284734,0,0.03972330532231316,1,0,91.84836795909852,100.0,91.360562885847,10,86.0114597608088,Elite
user_83,107530,2,7411,335,116,Instagram,0,0.0731144796800892,0,0.0689203013112619,0.00311540965312,0.0010787687157072,22.05654761904762,1.0,0.0731144796800892,0,0,0,0.0783874267646238,0,0.11166655327699226,2,0,47.49282392696295,100.0,50.229960239882644,0,59.0431216187617,Strong
user_84,81077,20,11201,832,463,Instagram,0,0.1541250909629118,0,0.1381526203485575,0.0102618498464422,0.0057106207679119,13.44657863145258,1.0,0.1541250909629118,0,1,0,0.175808182345178,1,-0.06343078691129334,1,0,100.0,70.0,100.0,10,82.0,Elite
user_85,299064,25,43702,2216,1170,Instagram,0,0.1574512478934275,0,0.1461292566139689,0.0074097851964796,0.0039122060829788,19.712223725755525,1.0,0.1574512478934275,0,1,0,0.1726854452558649,1,-0.04416493797644361,1,0,100.0,70.0,100.0,10,82.0,Elite
user_86,486283,6,43760,1477,1408,Instagram,0,0.0959215107252361,0,0.0899887514060742,0.0030373260015258,0.002895433317636,29.607577807848443,1.0,0.0959215107252361,0,0,0,0.104749703362034,0,0.101463454665836,2,0,66.3905005403991,100.0,67.70100183596223,0,70.09640058335208,Strong
user_87,461337,1,43760,2216,2371,Instagram,0,0.1047975774759015,0,0.0948547374262198,0.0048034300305416,0.00513941001914,19.73838520523229,1.0,0.1047975774759015,0,0,0,0.1198798275447232,0,0.08147153938606261,2,0,77.23646040540103,100.0,74.50040203423804,0,75.79466456900802,Elite
user_88,201551,24,10181,469,345,Instagram,0,0.0545519496306145,0,0.0505132695942962,0.0023269544680998,0.0017117255682184,21.661702127659574,1.0,0.0545519496306145,0,0,0,0.0603023552351513,0,0.09564323371457656,2,0,34.52862366026795,100.0,36.01036567797413,0,51.013522599702,Strong
user_89,483691,15,43760,2216,1152,Instagram,0,0.0974341056583645,0,0.0904709825074272,0.0045814373225881,0.002381685828349,19.73838520523229,1.0,0.0974341056583645,0,0,0,0.1067789146376508,0,0.11270872245265284,2,0,67.84513130133693,100.0,68.85970631364692,0,70.90999378326416,Strong
user_90,282601,28,20591,1323,692,Instagram,0,0.079992639799576,0,0.0728624456389043,0.0046815120965601,0.0024486820641115,15.552114803625376,1.0,0.079992639799576,0,0,0,0.0895715160243594,0,0.10760452123248582,2,0,55.51008682401679,100.0,55.49888898883616,0,63.30381252737395,Strong
user_91,460773,23,43760,2216,1707,Instagram,0,0.1034847962011663,0,0.094970842475579,0.0048093095732605,0.0037046441523266,19.73838520523229,1.0,0.1034847962011663,0,0,0,0.1157033940790801,0,0.10954497444378081,2,0,74.24260330282404,100.0,73.49476231672935,0,74.3959937844755,Strong
user_92,209261,10,10486,740,301,Instagram,0,0.0550843205375105,0,0.0501096716540588,0.0035362537692164,0.0014383951142353,14.15114709851552,1.0,0.0550843205375105,0,0,0,0.0614973645351976,0,0.07319903828087626,2,0,35.385260575478156,100.0,36.41818176944657,0,51.43774058408058,Strong
user_93,241181,19,25473,897,283,Instagram,0,0.1105103635858546,0,0.1056177725442717,0.0037191984443218,0.0011733925972609,28.366369710467705,1.0,0.1105103635858546,0,0,0,0.1165763472246984,0,0.06597226889122254,2,0,74.86837574639961,100.0,78.87661056216629,0,75.7226724109931,Elite
user_94,342097,17,42989,940,791,Instagram,0,0.1307231574670342,0,0.1256631890954904,0.0027477586766326,0.002312209694911,45.68437832093517,1.0,0.1307231574670342,0,1,0,0.138095335533489,1,-0.030519637836574298,1,0,90.29416344744314,70.0,94.3603691439838,10,76.98973920777402,Elite
user_95,316139,5,23985,1543,509,Instagram,0,0.0823593419350349,0,0.0758685261862661,0.0048807644738548,0.0016100512749138,15.534326424870466,1.0,0.0823593419350349,0,0,0,0.0904602089587175,0,0.10262012711263108,2,0,56.14714226268839,100.0,57.31187163319185,0,63.921231231713726,Strong
user_96,172829,29,11979,316,461,Instagram,0,0.0738070578433017,0,0.0693112845645117,0.0018283968546945,0.0026673764240954,37.78864353312303,1.0,0.0738070578433017,0,0,0,0.0809702075461872,0,0.09527083649743756,2,0,49.34427843974117,100.0,50.76050110134198,0,59.88981159616486,Strong
user_97,272836,4,15936,619,166,Instagram,0,0.0612859006875925,0,0.0584087143925288,0.0022687621868081,0.0006084241082555,25.703225806451613,1.0,0.0612859006875925,0,0,0,0.0647715110909117,0,0.08588147822381859,2,0,37.732317460578855,100.0,41.168824873716794,0,53.3266919589749,Strong
user_98,439974,10,36360,735,958,Instagram,0,0.086489201634642,0,0.0826412469827762,0.0016705532599653,0.0021774013919004,49.40217391304348,1.0,0.086489201634642,0,0,0,0.0925145576784082,0,0.053335132473748326,2,0,57.619792684684015,100.0,60.47549913275461,0,65.14301690042453,Strong
